sent_rating,processed_text_stem_NoStopwords,data
positivo,usei googl mini 2 ano troquei alexa blackfriday ano positivo skill som sincronia kindl negativo reconhecimento voz spotifi principalment bilingu positivo skill constantement criada dinamismo aparelho pesquisar interessa torcer pra funcionar qualidad sonora incomparavelment melhor caixinha pesada sentido livro kindl pedir alexa continu leitura pra mim excelent cansado tela negativo dificuldad acionada silêncio reproduzir perceptível saí dispositivo outro grave spotifi muita música playlist solicitar encontr ridículo pior googl pior pra mim falar idioma alterar configuraçõ Há nome comando entend outro idioma há googl basta pedir outro idioma respond alexa pra dezembro 2020).a comparaçõ trazem crítica echo dot excelent dispositivo dúvida compra vale pena,2021-01-02 00:00:00
negativo,echo dot 4ª geração veio design radic formato achatado formato esférico tornando-a bonita aprov modelo entretanto comprar echo dot 4ª geração 3ª pude perceb diferença contundent microfon echo dot 3ª geração possui microfon sensívei 4ª geração surda preciso chamar atendido substitui echo 3ª 4ª geração experiência modelo pensava suma prefiro modelo antigo,2021-01-26 00:00:00
positivo,produto segu linha amazon qualidad som absurda vária opçõ inclusa time control inteligent casa sistema música voz acend apagar mudar cor lâmpada pra precisar levantar cama pra apagar luz).potência qualidad som trunfo produto realment bon problema produto realment fica surda principalment tocando música volum alto estando dela acaba escutando comando acontec situaçõ pontuai geralment ótima ouvint produto recomendo pra gosta música pretend colocar dispositivo inteligent casa ótimo produto,2021-04-29 00:00:00
positivo,compramo casa pq mãe gosta ouvir música celular bluetooth rádio q toqu cd dela alexa ótima aquisição pq 63 ano consegu ouvir gosta pedindo control voz tb tinha dificuldad entend colocar TV aplicativo stream consegu colocar assistir pedindo alexa 2 alexa coloquei lâmpada smart funciona perfeitament alexa ótima pra casa inteligent idoso dificuldad tecnologia pq control voz prático pra control instalação celular obviament alguém precisa instalar alexa celular pra caso mãe instalei mesma mexo,2021-05-08 00:00:00
positivo,apartamento automatizado lâmpada TV tomada ar condicionado etc versão echo dot suficient suprir necessidad apartamento lembrando ambient pequeno 40m2).deixando corredor importa estamo escritório sala cozinha banheiro ouv precisar gritar falar alto reconhecimento voz incrível som maravilhoso arrependo verdad percebess essenci casa,2022-02-15 00:00:00
positivo,mídia carregada comprei principalment desenvolvimento açõ casa inteligent uso sala qualidad som escuto música chiado volum ouvir perfeitament cômodo casa reconhecimento voz tranquilo rapido precisa ficar gritando atend acústica casa fica sala ajudam nisso tv ligada barulho costuma ouvir perfeitament problema palavra pixar entend pizza percebi entonação voz entao geralment repetir gera pequeno desgast dei 4 estrela conheço geraçõ anterior echo dot atend super divirto skill jogo super prático despertador agenda notificaçõ uso casa inteligent comentei explorei aparelho achei ótima compra pretendo investir deixar prático app vira mex compreend açõ fica indisponível problema pixar app celular constantement indisponível outro incomoda fato cabo carregamento aparelho branco sendo modelo comprei preto cabo poderia mesma cor echo dot ficar discreto,2021-08-07 00:00:00
positivo,mídia carregada produto realment indispensável dia dia iten inteligent casa recomendo compra!ob comprei promoção amazon R$ 150 desconto+cashback puder aguard baixar,2021-06-24 00:00:00
negativo,aparelho compra achando descobrir alguma utilidad decepciona rapidament caixa som legal começa fica amarrado usuário casa acabam fazendo conta amazon limitaçõ reconhec voz pessoa skill brasil limitado bobo uso todoist skill dele funciona brasil app resumo 1o dia engraçado 2o engraçadinho 3o ninguém lembra alexa,2021-01-21 00:00:00
negativo,echo dot escuta quas comparada geração deixa muuuuuuuuuuito desejar melhor utilizar alexa telefon depend versão extremament ruim,2020-12-07 00:00:00
positivo,home theater sincero qualidad alexa sozinha suficient ambient alocada som limpo direcion claro ambient aberto interferência externa consegu ouvir caso recomendado outro modelo fica surda entend 2 bugou travar esperar destravar sozinha potenci dela preço vale investimento vc quiser aprend língua super recomendo,2021-08-19 00:00:00
positivo,caixa som fantástica som balanceado volum reconhec comando voz preench sala 20 m² conforto conexão caixa wifi demora 5 minuto feita aplicativo alexa evoluir preciso 5 tentativa conexão deu certo conectado precisa diversa intervençõ manuai conectar conta app spotifi adicionar habilidad enfim usuário leigo complicado alguém entenda precis tentativa acaba dando certo recomendo,2021-05-11 00:00:00
positivo,echo dot som excelent tamanho dela moro sobrado consigo ouvir andar precisar aumentar grave intenso entrega som qualidad considerando faixa preço facilidad alexa possui muita descobrindo capaz rotina tomada lâmpada inteligent facilidad economia atividad casa caixa som encontr mercado melhor colocar alexa balança echo dot desbanca similar,2021-01-23 00:00:00
positivo,reconhecimento comando voz atend linha direta echo dot escritório produto pared curva sair escritório chegar alexa respondeu necessário falar alto gostei qualidad som claro devido tamanho caixa destinada realização show maracanã tendo ment uso ambient residenci som qualidad ouvindo volum alto usado pedir informaçõ ouvir notícia música usando control inteligent casa luminária tv.estou satisfeito recomendo produto,2021-07-12 00:00:00
positivo,uso escutar rádio musica deezer spotfi pra atend perfeitament torna pratico começar escutar pausar regular volum outro cômodo casa consigo pro dispositivo atendido uso timer pra cozinhar pergunto hora coisa básica uso limitado perguntei horóscopo signo houv alexa achar signo aquário zodíaco dela achou ari escorpião sagitário aquário resposta pra musica ambient sendo ótimo detalh rara fica surda acontec esperar 30 segundo continuar tentando falar ficar gritando situação piora temperament atend preciso,2021-04-02 00:00:00
positivo,caixinha bonita rápida arrisco alta 3ª geração vale pena trocar geração 3ª upgrad acredito vá ficar gosto executam mesma funçõ diferença significant fato visual troquei 3ª geração consegui vender preço aproveitei desconto black friday oportunidad ótima caso contrário acredito teria feito upgrad finalizar satisfeito geração entrega rápida,2020-12-04 00:00:00
positivo,pai deficient visual comprei pudess utilizar usado echo dot ouvir notícia principai pedir traduçõ palavra inglê pesquisa assunto interessam finalment podido ouvir música convencendo ouvir e-book produto excelent apesar pequeno ótimo som pretendo comprar uso pessoal sala,2021-01-02 00:00:00
negativo,adoro amazon kindl fire TV echo dot fiquei decepcionada percebido usando echo dot funcionada bateria recarregável cabo tomada decepção tecnologia avançada alimentação energia arcaico informam pessoa correta informação fica expressa nenhum site tenham transparência pessoal amazon vou devolv gostei funcionalidad caixinha merecia,2021-06-30 00:00:00
positivo,gostei echo dot 4.a qualidad som tamanho caixa suficientement audível apartamento microfon captam voz necessário alterar tom ambient esteja silencioso assistindo televisão escutando música fica difícil comandar seja voz alexa entend errado escuta recomendação colocar dispositivo echo saída áudio seja fácil interação linha gerai produto excelent adição pouco dispositivo inteligent consigo controlar quas casa voz iluminação tv ar condicionado limpeza automatizado recomendo compra,2021-01-31 00:00:00
positivo,contato geração echo dot achei qualidad som ouvir musica integração spotifi incrivelment útil controlar musica computador celular comando voz facilment lâmpada casa reconhecimento voz sendo rápido porem achei alexa surda simplesment ouv fato sendo espionado ótimo produto ob consegui deixar surda colocando pared conexão font,2021-11-23 00:00:00
positivo,"interação assistent pesquisa resultado bon comparamo concorrent listagem estabelecimento sofrível traz estabelecimento certo encontrei skill trabalhar localização consegu pedir pra abrir lista compra chegar supermercado exemplo).tem rede supermercado cidad 400 metro loja peço telefon rota dando detalh endereço alexa traz informaçõ loja 1,8 Km endereço exist faça entregar informação consegu identificar distância correta endereço localização dispositivo estando correto automação residenci imbatível informa cão latiu ronquei chamada qualidad função home theater firetv stick cadastrar frase pra gatilho rotina",2021-07-10 00:00:00
positivo,mídia carregada qualidad áudio melhor 3ª geração compacto discreto pontent tamanho ideal ambient pequeno propagação som beneficiada pena cabo energia preto cor branca combina aparelho detalh estético,2021-11-16 00:00:00
positivo,ótimo assitent pessoal agendar alerm lembret reuniõ diretament agenda tocar música playlist amazon music spotfi abrir rádio tunein resumo notícia sinal alto falant Vc criar lista compra rápida ler p vc lembret respond tb pergunta curiosidad conectar equipamento som bluetooth potencializa uso resolveu problema sinal melhorar reconhecimento voz funciona ñ entend direito q vc problema alcanc distância melhoria softwar recomendo,2021-04-04 00:00:00
negativo,comprei achei ia utilizar hoje lembro algum questionamento comentário positivo vária fiz pergunta alexa ignora simplesment respond entend errado simpl lista compra eficient pergunto ouvir rádio peço ouvir rádio alpha SP toca alpha brasília pedir notícia opção site simplesment tocar rádio site notícia important dia lute ignorar simpl bola pequena cabe palma mão som excelent toca música aliá pedi tocar música específica pediu assinar amazon music achei picada repeti pedido pedi tocar spotifi recomendo gadget facilitem vida lâmpada acionada echo dot serv timer alarm decepcionei,2021-05-05 00:00:00
negativo,serv preciso falar vária coisa entend estando 1 m distância dela comando complexo simpl tarefa preguiça ativando skill possívei entendo aparelho funciona serv contar piada falar hora temperatura açõ celular pedir ifood quas epopéia faça celular gastar velho ditado feito faça peça alexa acessar simpl podcast necessário 4 pedido uso busca aperfeiçoamento dela aumento domínio tecnologia oferec acho desperdício dinheiro implementar alexa vida equipamento compatívei alexa complexidad comando inviabiliza uso fácil levantar aperta botão outro,2021-03-21 00:00:00
